Cod.IBGE,Instituição,UF,Valor
4303004,Prefeitura Municipal de Cachoeira do Sul - RS,RS,473744794.94
4312401,Prefeitura Municipal de Montenegro - RS,RS,470009659.23999995
2301901,Prefeitura Municipal de Barbalha - CE,CE,469853224.39
4104907,Prefeitura Municipal de Castro - PR,PR,467760206.08000004
3305554,Prefeitura Municipal de Seropédica - RJ,RJ,467074510.46
3169901,Prefeitura Municipal de Ubá - MG,MG,466730858.69
3132404,Prefeitura Municipal de Itajubá - MG,MG,466576868.54
3119401,Prefeitura Municipal de Coronel Fabriciano - MG,MG,466248751.96
2704708,Prefeitura Municipal de Marechal Deodoro - AL,AL,466185473.9
3301850,Prefeitura Municipal de Guapimirim - RJ,RJ,459987464.58
5208004,Prefeitura Municipal de Formosa - GO,GO,459064234.57
4317103,Prefeitura Municipal de Sant'Ana do Livramento - RS,RS,458396028.9
3113404,Prefeitura Municipal de Caratinga - MG,MG,457104109.77
3300803,Prefeitura Municipal de Cachoeiras de Macacu - RJ,RJ,454896408.27
4322608,Prefeitura Municipal de Venâncio Aires - RS,RS,453694462.26
3136207,Prefeitura Municipal de João Monlevade - MG,MG,452896626.34000003
3137601,Prefeitura Municipal de Lagoa Santa - MG,MG,452834281.98
4205902,Prefeitura Municipal de Gaspar - SC,SC,452777360.3
3162500,Prefeitura Municipal de São João del Rei - MG,MG,451723158.24
2924009,Prefeitura Municipal de Paulo Afonso - BA,BA,449656181.06
5102637,Prefeitura Municipal de Campo Novo do Parecis - MT,MT,448939172.89
3168705,Prefeitura Municipal de Timóteo - MG,MG,445151551.57
2101202,Prefeitura Municipal de Bacabal - MA,MA,442109487.55
4303905,Prefeitura Municipal de Campo Bom - RS,RS,442019573.21
3539301,Prefeitura Municipal de Pirassununga - SP,SP,437290970.0
2606804,Prefeitura Municipal de Igarassu - PE,PE,436987506.93
4202305,Prefeitura Municipal de Biguaçu - SC,SC,436178726.89000005
2917508,Prefeitura Municipal de Jacobina - BA,BA,434441705.09
2305506,Prefeitura Municipal de Iguatu - CE,CE,433536936.46
1301902,Prefeitura Municipal de Itacoatiara - AM,AM,432714602.82
4304705,Prefeitura Municipal de Carazinho - RS,RS,432437595.44
4201307,Prefeitura Municipal de Araquari - SC,SC,432100478.88
3537602,Prefeitura Municipal de Peruíbe - SP,SP,429027004.78000003
5005400,Prefeitura Municipal de Maracaju - MS,MS,426658630.15000004
4203006,Prefeitura Municipal de Caçador - SC,SC,426542780.73
2921005,Prefeitura Municipal de Mata de São João - BA,BA,426530474.34
2103307,Prefeitura Municipal de Codó - MA,MA,422259831.87
4122404,Prefeitura Municipal de Rolândia - PR,PR,421309819.16
4319901,Prefeitura Municipal de Sapiranga - RS,RS,420866939.67
2307700,Prefeitura Municipal de Maranguape - CE,CE,418156591.53000003
2108603,Prefeitura Municipal de Pinheiro - MA,MA,417862216.5
3300308,Prefeitura Municipal de Barra do Piraí - RJ,RJ,416540243.16
3200409,Prefeitura Municipal de Anchieta - ES,ES,415884128.34000003
3302254,Prefeitura Municipal de Itatiaia - RJ,RJ,415189068.59
2305233,Prefeitura Municipal de Horizonte - CE,CE,414389952.64
3508405,Prefeitura Municipal de Cabreúva - SP,SP,413047963.97
4100400,Prefeitura Municipal de Almirante Tamandaré - PR,PR,412949498.07
4114609,Prefeitura Municipal de Marechal Cândido Rondon - PR,PR,411824682.3
4109807,Prefeitura Municipal de Ibiporã - PR,PR,411363475.61
5206206,Prefeitura Municipal de Cristalina - GO,GO,410750320.05
5102678,Prefeitura Municipal de Campo Verde - MT,MT,409581149.7
3164704,Prefeitura Municipal de São Sebastião do Paraíso - MG,MG,408122367.87
2702306,Prefeitura Municipal de Coruripe - AL,AL,407664251.37
4219309,Prefeitura Municipal de Videira - SC,SC,407428770.49
2305803,Prefeitura Municipal de Ipu - CE,CE,407074195.48
3531803,Prefeitura Municipal de Monte Mor - SP,SP,406176947.93
3509601,Prefeitura Municipal de Campo Limpo Paulista - SP,SP,406166217.5
5102504,Prefeitura Municipal de Cáceres - MT,MT,405278753.69
3171303,Prefeitura Municipal de Viçosa - MG,MG,404633308.89
5101803,Prefeitura Municipal de Barra do Garças - MT,MT,403778062.62
2707701,Prefeitura Municipal de Rio Largo - AL,AL,402040890.48
3203320,Prefeitura Municipal de Marataízes - ES,ES,400728378.13
4322509,Prefeitura Municipal de Vacaria - RS,RS,399656006.42
3139409,Prefeitura Municipal de Manhuaçu - MG,MG,399533411.96000004
2928703,Prefeitura Municipal de Santo Antônio de Jesus - BA,BA,399210834.39
3527108,Prefeitura Municipal de Lins - SP,SP,399114863.28
3120904,Prefeitura Municipal de Curvelo - MG,MG,398235187.94
4300406,Prefeitura Municipal de Alegrete - RS,RS,397214676.67
3531100,Prefeitura Municipal de Mongaguá - SP,SP,396293518.88
1100049,Prefeitura Municipal de Cacoal - RO,RO,396073622.82
1507300,Prefeitura Municipal de São Félix do Xingu - PA,PA,395240794.12
2612505,Prefeitura Municipal de Santa Cruz do Capibaribe - PE,PE,395010569.5
3507001,Prefeitura Municipal de Boituva - SP,SP,394820513.73
5007901,Prefeitura Municipal de Sidrolândia - MS,MS,391168408.96000004
3527207,Prefeitura Municipal de Lorena - SP,SP,390153424.71
1506138,Prefeitura Municipal de Redenção - PA,PA,389545892.84000003
1600600,Prefeitura Municipal de Santana - AP,AP,387063726.65
3302270,Prefeitura Municipal de Japeri - RJ,RJ,387060374.34
3304300,Prefeitura Municipal de Rio Bonito - RJ,RJ,386246259.8
3515509,Prefeitura Municipal de Fernandópolis - SP,SP,384179704.05
2510808,Prefeitura Municipal de Patos - PB,PB,381242016.54
3126109,Prefeitura Municipal de Formiga - MG,MG,380795133.40000004
3152105,Prefeitura Municipal de Ponte Nova - MG,MG,380659905.93
3301876,Prefeitura Municipal de Iguaba Grande - RJ,RJ,378124767.81
1501709,Prefeitura Municipal de Bragança - PA,PA,377812924.57
2910057,Prefeitura Municipal de Dias d'Ávila - BA,BA,377117893.78999996
2906006,Prefeitura Municipal de Campo Formoso - BA,BA,376945065.58000004
4317509,Prefeitura Municipal de Santo Ângelo - RS,RS,374991446.88
2802908,Prefeitura Municipal de Itabaiana - SE,SE,374082061.65
3537305,Prefeitura Municipal de Penápolis - SP,SP,373646687.20000005
3509700,Prefeitura Municipal de Campos do Jordão - SP,SP,373148047.15999997
5005707,Prefeitura Municipal de Naviraí - MS,MS,372768917.03999996
3519709,Prefeitura Municipal de Ibiúna - SP,SP,372499954.30999994
3530300,Prefeitura Municipal de Mirassol - SP,SP,372134683.82
4313508,Prefeitura Municipal de Osório - RS,RS,371965099.04
4318002,Prefeitura Municipal de São Borja - RS,RS,370652546.59999996
2313401,Prefeitura Municipal de Tianguá - CE,CE,369675152.53000003
4123501,Prefeitura Municipal de Santa Helena - PR,PR,369341013.62
3533403,Prefeitura Municipal de Nova Odessa - SP,SP,368377188.59000003
3133709,Prefeitura Municipal de Itatiaiuçu - MG,MG,368311649.58000004
2803500,Prefeitura Municipal de Lagarto - SE,SE,368248655.59999996
1505809,Prefeitura Municipal de Portel - PA,PA,368200252.28
3304003,Prefeitura Municipal de Piraí - RJ,RJ,368029843.43
5217609,Prefeitura Municipal de Planaltina - GO,GO,367975666.0
1303536,Prefeitura Municipal de Presidente Figueiredo - AM,AM,367849835.3
2301109,Prefeitura Municipal de Aracati - CE,CE,367222613.82
2302800,Prefeitura Municipal de Canindé - CE,CE,366952453.59000003
1508001,Prefeitura Municipal de Tomé-Açu - PA,PA,366933121.98999995
3510401,Prefeitura Municipal de Capivari - SP,SP,365790522.03
3540705,Prefeitura Municipal de Porto Ferreira - SP,SP,364616265.53999996
2706901,Prefeitura Municipal de Pilar - AL,AL,364522984.0
3151206,Prefeitura Municipal de Pirapora - MG,MG,364495932.17
1505304,Prefeitura Municipal de Oriximiná - PA,PA,363460941.95
3513405,Prefeitura Municipal de Cruzeiro - SP,SP,363078537.43
4213203,Prefeitura Municipal de Pomerode - SC,SC,363066768.74
2932903,Prefeitura Municipal de Valença - BA,BA,360210783.43
2706307,Prefeitura Municipal de Palmeira dos Índios - AL,AL,360086770.21
2311405,Prefeitura Municipal de Quixeramobim - CE,CE,359281305.24
2311306,Prefeitura Municipal de Quixadá - CE,CE,358965786.24
3518305,Prefeitura Municipal de Guararema - SP,SP,358284090.31
2407104,Prefeitura Municipal de Macaíba - RN,RN,357380098.61
2103208,Prefeitura Municipal de Chapadinha - MA,MA,356417013.63
3135100,Prefeitura Municipal de Janaúba - MG,MG,355766421.43
2911709,Prefeitura Municipal de Guanambi - BA,BA,353659106.31
2911105,Prefeitura Municipal de Formosa do Rio Preto - BA,BA,352919715.33
3169307,Prefeitura Municipal de Três Corações - MG,MG,352800257.72
5006200,Prefeitura Municipal de Nova Andradina - MS,MS,351590919.94
4321600,Prefeitura Municipal de Tramandaí - RS,RS,349956656.44
3517406,Prefeitura Municipal de Guaíra - SP,SP,349763693.28
1200203,Prefeitura Municipal de Cruzeiro do Sul - AC,AC,345955320.78
2303501,Prefeitura Municipal de Cascavel - CE,CE,345691389.22999996
1304203,Prefeitura Municipal de Tefé - AM,AM,345441576.41999996
2930501,Prefeitura Municipal de Serrinha - BA,BA,344635390.07
4306106,Prefeitura Municipal de Cruz Alta - RS,RS,344559741.87
2208007,Prefeitura Municipal de Picos - PI,PI,341866788.22
4207007,Prefeitura Municipal de Içara - SC,SC,339683517.09
2104800,Prefeitura Municipal de Grajaú - MA,MA,339613356.05
3305604,Prefeitura Municipal de Silva Jardim - RJ,RJ,339597589.79
2613701,Prefeitura Municipal de São Lourenço da Mata - PE,PE,338299091.67
3530508,Prefeitura Municipal de Mococa - SP,SP,336177049.83000004
5007109,Prefeitura Municipal de Ribas do Rio Pardo - MS,MS,336049416.63
2909307,Prefeitura Municipal de Correntina - BA,BA,335453832.27
5007208,Prefeitura Municipal de Rio Brilhante - MS,MS,335318077.65
5100250,Prefeitura Municipal de Alta Floresta - MT,MT,335145427.34999996
3505906,Prefeitura Municipal de Batatais - SP,SP,334709302.65
2708600,Prefeitura Municipal de São Miguel dos Campos - AL,AL,334594124.28000003
2313302,Prefeitura Municipal de Tauá - CE,CE,334545528.05
2613909,Prefeitura Municipal de Serra Talhada - PE,PE,334101327.49
4207304,Prefeitura Municipal de Imbituba - SC,SC,333828385.89
2109908,Prefeitura Municipal de Santa Inês - MA,MA,333710259.27000004
4115804,Prefeitura Municipal de Medianeira - PR,PR,333420063.59999996
4117909,Prefeitura Municipal de Palotina - PR,PR,333352377.32
4303509,Prefeitura Municipal de Camaquã - RS,RS,333168683.8
4218004,Prefeitura Municipal de Tijucas - SC,SC,332309640.29
2101608,Prefeitura Municipal de Barra do Corda - MA,MA,331837839.78999996
1304062,Prefeitura Municipal de Tabatinga - AM,AM,331241433.96999997
4201406,Prefeitura Municipal de Araranguá - SC,SC,329260654.07
2919926,Prefeitura Municipal de Madre de Deus - BA,BA,328632295.05
3127107,Prefeitura Municipal de Frutal - MG,MG,328259419.46
2606408,Prefeitura Municipal de Gravatá - PE,PE,327947985.65000004
2311801,Prefeitura Municipal de Russas - CE,CE,327361137.69
5002951,Prefeitura Municipal de Chapadão do Sul - MS,MS,327085914.27
3512803,Prefeitura Municipal de Cosmópolis - SP,SP,327070322.30999994
2601706,Prefeitura Municipal de Belo Jardim - PE,PE,325283587.2
2304103,Prefeitura Municipal de Crateús - CE,CE,325109200.7
4110706,Prefeitura Municipal de Irati - PR,PR,324879000.95000005
2404507,Prefeitura Municipal de Guamaré - RN,RN,324293222.21000004
2903904,Prefeitura Municipal de Bom Jesus da Lapa - BA,BA,323355499.03000003
5107875,Prefeitura Municipal de Sapezal - MT,MT,323264120.93
3556453,Prefeitura Municipal de Vargem Grande Paulista - SP,SP,322876749.65000004
2806701,Prefeitura Municipal de São Cristóvão - SE,SE,322462234.33
1505064,Prefeitura Municipal de Novo Repartimento - PA,PA,322143570.09999996
4210100,Prefeitura Municipal de Mafra - SC,SC,321725929.93
3121605,Prefeitura Municipal de Diamantina - MG,MG,321591798.75
3130101,Prefeitura Municipal de Igarapé - MG,MG,321341355.29
3519600,Prefeitura Municipal de Ibitinga - SP,SP,321094693.8
5001102,Prefeitura Municipal de Aquidauana - MS,MS,320958028.19
4321501,Prefeitura Municipal de Torres - RS,RS,320753232.84
2904605,Prefeitura Municipal de Brumado - BA,BA,319859847.99
4208450,Prefeitura Municipal de Itapoá - SC,SC,319128946.19
3555000,Prefeitura Municipal de Tupã - SP,SP,319115512.40999997
3542602,Prefeitura Municipal de Registro - SP,SP,318162445.20000005
2604007,Prefeitura Municipal de Carpina - PE,PE,317979070.67999995
4313904,Prefeitura Municipal de Panambi - RS,RS,317342497.15999997
5209101,Prefeitura Municipal de Goiatuba - GO,GO,317172921.35
1503903,Prefeitura Municipal de Juruti - PA,PA,317162106.61
2706703,Prefeitura Municipal de Penedo - AL,AL,316921194.43
1506708,Prefeitura Municipal de Santana do Araguaia - PA,PA,316723354.71
3546405,Prefeitura Municipal de Santa Cruz do Rio Pardo - SP,SP,316482754.9
4212809,Prefeitura Municipal de Balneário Piçarras - SC,SC,315579956.3
3304755,Prefeitura Municipal de São Francisco de Itabapoana - RJ,RJ,315560718.70000005
5208608,Prefeitura Municipal de Goianésia - GO,GO,315107955.35
3549706,Prefeitura Municipal de São José do Rio Pardo - SP,SP,314528229.06
3145901,Prefeitura Municipal de Ouro Branco - MG,MG,314376848.6
2309706,Prefeitura Municipal de Pacatuba - CE,CE,313811552.15999997
3553708,Prefeitura Municipal de Taquaritinga - SP,SP,313762514.77
2709152,Prefeitura Municipal de Teotônio Vilela - AL,AL,313627524.87
2102325,Prefeitura Municipal de Buriticupu - MA,MA,313388317.10999995
2601102,Prefeitura Municipal de Araripina - PE,PE,313248515.25
2802106,Prefeitura Municipal de Estância - SE,SE,312806212.37
1302900,Prefeitura Municipal de Maués - AM,AM,312046015.54
3502101,Prefeitura Municipal de Andradina - SP,SP,311907821.27
4304408,Prefeitura Municipal de Canela - RS,RS,311859453.28
5215231,Prefeitura Municipal de Novo Gama - GO,GO,311717495.39000005
2402600,Prefeitura Municipal de Ceará-Mirim - RN,RN,311264422.4
3534302,Prefeitura Municipal de Orlândia - SP,SP,310939171.79
3535507,Prefeitura Municipal de Paraguaçu Paulista - SP,SP,310283627.34000003
5218508,Prefeitura Municipal de Quirinópolis - GO,GO,310120518.68
2702900,Prefeitura Municipal de Girau do Ponciano - AL,AL,309529306.63
1718204,Prefeitura Municipal de Porto Nacional - TO,TO,309417512.34000003
4206504,Prefeitura Municipal de Guaramirim - SC,SC,309196867.74
5006309,Prefeitura Municipal de Paranaíba - MS,MS,309130437.98999995
3169406,Prefeitura Municipal de Três Pontas - MG,MG,308314764.28000003
3107406,Prefeitura Municipal de Bom Despacho - MG,MG,308145146.28999996
4128203,Prefeitura Municipal de União da Vitória - PR,PR,307518591.63000005
3512407,Prefeitura Municipal de Cordeirópolis - SP,SP,307332504.05
1507953,Prefeitura Municipal de Tailândia - PA,PA,306770255.39
4318309,Prefeitura Municipal de São Gabriel - RS,RS,306432983.97999996
2203909,Prefeitura Municipal de Floriano - PI,PI,305980460.98
2702405,Prefeitura Municipal de Delmiro Gouveia - AL,AL,305980110.78999996
2501807,Prefeitura Municipal de Bayeux - PB,PB,305805282.1
3163706,Prefeitura Municipal de São Lourenço - MG,MG,305548253.85999995
5007695,Prefeitura Municipal de São Gabriel do Oeste - MS,MS,305233219.81
2914604,Prefeitura Municipal de Irecê - BA,BA,305076171.69
3546603,Prefeitura Municipal de Santa Fé do Sul - SP,SP,302750504.49
4203808,Prefeitura Municipal de Canoinhas - SC,SC,302419013.0
3204559,Prefeitura Municipal de Santa Maria de Jetibá - ES,ES,301458923.97
4113205,Prefeitura Municipal de Lapa - PR,PR,299674111.72
3149309,Prefeitura Municipal de Pedro Leopoldo - MG,MG,299533373.52000004
4104006,Prefeitura Municipal de Campina Grande do Sul - PR,PR,298316971.54
2302503,Prefeitura Municipal de Brejo Santo - CE,CE,298240272.29999995
4209003,Prefeitura Municipal de Joaçaba - SC,SC,297794515.84
2300200,Prefeitura Municipal de Acaraú - CE,CE,296660814.44
2306256,Prefeitura Municipal de Itaitinga - CE,CE,296507671.63
3549409,Prefeitura Municipal de São Joaquim da Barra - SP,SP,296503884.69
3500105,Prefeitura Municipal de Adamantina - SP,SP,296297074.39000005
4202107,Prefeitura Municipal de Barra Velha - SC,SC,295901347.67
2930105,Prefeitura Municipal de Senhor do Bonfim - BA,BA,295731452.16
4306767,Prefeitura Municipal de Eldorado do Sul - RS,RS,295445560.78
4213500,Prefeitura Municipal de Porto Belo - SC,SC,295131004.64
4218202,Prefeitura Municipal de Timbó - SC,SC,294338599.34
4125605,Prefeitura Municipal de São Mateus do Sul - PR,PR,292828016.03000003
1500206,Prefeitura Municipal de Acará - PA,PA,292734151.64000005
2600054,Prefeitura Municipal de Abreu e Lima - PE,PE,291965062.75
4304507,Prefeitura Municipal de Canguçu - RS,RS,291963205.64
5107065,Prefeitura Municipal de Querência - MT,MT,291840518.37
2910701,Prefeitura Municipal de Euclides da Cunha - BA,BA,291273754.89000005
3306206,Prefeitura Municipal de Vassouras - RJ,RJ,291256175.40000004
2605202,Prefeitura Municipal de Escada - PE,PE,290999699.15
4304804,Prefeitura Municipal de Carlos Barbosa - RS,RS,290784771.34
3503802,Prefeitura Municipal de Artur Nogueira - SP,SP,289555750.32000005
2101707,Prefeitura Municipal de Barreirinhas - MA,MA,289093812.07
2922003,Prefeitura Municipal de Mucuri - BA,BA,288728897.6
5106752,Prefeitura Municipal de Pontes e Lacerda - MT,MT,288245232.43
4203600,Prefeitura Municipal de Campos Novos - SC,SC,288013431.11
2308708,Prefeitura Municipal de Morada Nova - CE,CE,287714931.5
3510203,Prefeitura Municipal de Capão Bonito - SP,SP,287356505.78
4115705,Prefeitura Municipal de Matinhos - PR,PR,287302893.20000005
3203908,Prefeitura Municipal de Nova Venécia - ES,ES,287203908.38
3303708,Prefeitura Municipal de Paraíba do Sul - RJ,RJ,287183903.94
4323804,Prefeitura Municipal de Xangri-lá - RS,RS,286466838.01
4202453,Prefeitura Municipal de Bombinhas - SC,SC,286070924.40000004
4117305,Prefeitura Municipal de Ortigueira - PR,PR,286060438.28000003
4215000,Prefeitura Municipal de Rio Negrinho - SC,SC,285888621.12
2601201,Prefeitura Municipal de Arcoverde - PE,PE,284118043.67
4107207,Prefeitura Municipal de Dois Vizinhos - PR,PR,283970996.29
3511508,Prefeitura Municipal de Cerquilho - SP,SP,283494845.34000003
2309607,Prefeitura Municipal de Pacajus - CE,CE,283451021.51
3115300,Prefeitura Municipal de Cataguases - MG,MG,283301492.43
2916401,Prefeitura Municipal de Itapetinga - BA,BA,282848209.78999996
2305407,Prefeitura Municipal de Icó - CE,CE,282640421.03
5100201,Prefeitura Municipal de Água Boa - MT,MT,282301022.8
